cliente_id,nombre_cliente,es_empresa,segmento,nif,provincia,email,telefono,fecha_alta
1393,Soluciones del Levante S.Com.,True,Taller/Pequeña Empresa,B65629268,Barna,soluciones.del.levan@outlook.es,+34 945 47 29 29,2024-06-10
4337,carvajal y moles s.coop.,True,Taller/Pequeña Empresa,S 25975536,sevilla,carvajal.y.moles.s.c@hotmail.com,+34975000190,2026-01-19
1937,Ámbar Baró Barrio,False,Consumidor Final,L 71787651,murcia,ámbar.baró.barriohotmail.com,,2024-01-06
4133,VICENTE Y PALOMINO S.COOP.,True,Taller/Pequeña Empresa,W87416904,sevilla,vicente.y.palomino.s@hotmail.com,+34 972491106,2024-03-17
1211,Industrias BJIN S.C.P,True,Taller/Pequeña Empresa,R192635,Málaga,industrias.bjin.s.c.@hotmail.com,,2021-05-03
2052,Concepción Rueda Llobet,False,Consumidor Final,H74787744,Malaga,concepción.rueda.llo@hotmail.com,+34864809624,2022-01-24
1139,Toribio Mármol Llano,False,Consumidor Final,M 31306555,Alacant,toribio.mármol.llano@hotmail.com,+34 841566765,2026-02-04
2569,FINANZAS MIRANDA S.COM.,True,Taller/Pequeña Empresa,Q81751708,Bcn,finanzas.miranda.s.c@outlook.es,+34911 00 30 76,2025-10-06
4400,PETRONA MAYO SARABIA S.L.U.,True,Distribuidor Mediano,r34030243,Comunidad Valenciana,petrona.mayo.sarabia@gmail.com,,2022-01-23
4633,QUERO Y MAZA S.COM.,True,Taller/Pequeña Empresa,G22513974,Zaragoza,quero.y.maza.s.com.@gmail.com,+34979735956,2024-06-30
3538,COMERCIAL ROSELLÓ S.COM.,True,Taller/Pequeña Empresa,j84389476,sevilla,comercial.roselló.s.@gmail.com,,2022-08-03
1325,Nereida Robles Diaz S.A.,True,Taller/Pequeña Empresa,N 33535297,Bizkaia,nereida.robles.diaz.@hotmail.com,+34 812 169 797,2021-07-16
3597,Garmendia y asociados S.L.,True,Taller/Pequeña Empresa,E90449296,valencia,garmendia.y.asociado@hotmail.com,+34977 731 739,2025-06-30
3930,Sevillano & Asociados S.Com.,True,Taller/Pequeña Empresa,v99460547,Malaga,sevillano.&.asociado@hotmail.com,+34 922 404 492,2023-04-03
2706,Farmaceútica MC S.C.P,True,Taller/Pequeña Empresa,K-92059030,Comunidad de Madrid,farmaceútica.mc.s.c.@empresa.es,+34 979230342,2020-10-07
2558,Isabela Sánchez Vazquez,False,Consumidor Final,L 58416029,Alacant,isabela.sánchez.vazqhotmail.com,,2022-02-22
1299,GRUPO FERNÁNDEZ S.L.N.E,True,Distribuidor Mediano,D60037465,Sevilla,grupo.fernández.s.l.@empresa.es,+34 873030705,2024-07-19
4536,Inmobiliaria Cervantes & Asociados S.Coop..,True,Taller/Pequeña Empresa,E84040798,MADRID,inmobiliaria.cervant@gmail.com ,+34879 30 83 30,2021-01-27
3987,Infraestructuras Santiago S.Com.,True,Taller/Pequeña Empresa,M703228,CASTELLON,infraestructuras.san@hotmail.com,+34923267203,2022-10-29
1251,DESPACHO INTERNACIONALES S.COM.,True,Taller/Pequeña Empresa,R-64914054,murcia,despacho.internacion@hotmail.com,+34 820463031,2025-10-24
4148,Antonia Pardo Guillen S.L.  ,True,Taller/Pequeña Empresa,L-42680207,Comunidad Valenciana,antonia.pardo.guille@outlook.es,+34881198872,2022-11-26
4542,Águila y Gimenez S.L.,True,Taller/Pequeña Empresa,Q68878740,Bcn,águila.y.gimenez.s.l@hotmail.com,+34 879 503 058,2023-03-23
3458,Seguí y Lerma S.Coop.,True,Taller/Pequeña Empresa,M60454492,CASTELLON,seguí.y.lerma.s.coop@hotmail.com,+34 979 86 92 85,2022-04-21
2578,Suministros Palmer S.Coop.,True,Taller/Pequeña Empresa,K 76878955,Castellon,suministros.palmer.s@outlook.es,+34 985 982 604,2026-02-13
3951,GRUPO SANJUAN S.COM.,True,Taller/Pequeña Empresa,V 16689317,Castellon,grupo.sanjuan.s.com.@gmail.com,,2022-01-05
3176,Banca Privada Beltran S.A.,True,Taller/Pequeña Empresa,F-81774011,Castellón,banca.privada.beltra@hotmail.com,,2022-03-23
2426,Inversiones Integrales S.L.,True,Fabricante Grande,P930110,ZARAGOZA,inversiones.integral@empresa.es,+34800 02 73 00,2024-05-03
1670,Comercial MF S.A.U,True,Distribuidor Mediano,H 291071,madrid,comercial.mf.s.a.u@empresa.es,+34982861405,2023-03-04
1805,Angulo & Asociados S.L.,True,Taller/Pequeña Empresa,B 96029038,Bizkaia,angulo.&.asociados.s@outlook.es,+34977416787,2025-02-04
1314,Adela Arellano Flores,False,Consumidor Final,R63015826,Murcia,adela.arellano.flore@outlook.es,+34930583003,2021-10-19
1408,Isa del Iborra,False,Consumidor Final,g49402883,Sevilla,isa.del.iborra@gmail.com,+34847 66 34 16,2024-02-04
3249,Hotel Internacionales S.C.P,True,Distribuidor Mediano,F 61530317,MURCIA,hotel.internacionale@gmail.com,+34 981 35 71 92,2021-02-12
1321,Minería del Noroeste S.Com.,True,Taller/Pequeña Empresa,R33562830,Málaga,minería.del.noroeste@gmail.com,+34800873753,2020-07-06
2545,Familia Puente S.L.,True,Taller/Pequeña Empresa,E96969029,Comunidad de Madrid,familia.puente.s.l.@gmail.com,+34 925300622,2021-03-06
2490,Fábrica EEYH S.A.,True,Distribuidor Mediano,e40161549,Alacant,fábrica.eeyh.s.a.@outlook.es,+34845213217,2022-11-09
3096,ROMA Y MARTÍ S.L.L.,True,Taller/Pequeña Empresa,K-28476277,Bizkaia,roma.y.martí.s.l.l.@outlook.es,+34 820632957,2021-10-03
2436,Peñalver & Asociados S.A.,True,Taller/Pequeña Empresa,D 52156045,Murcia,peñalver.&.asociados@outlook.es,+34 972 18 44 49,2020-10-12
3684,Grupo Benavente S.L.,True,Taller/Pequeña Empresa,B 81214939,MADRID,grupo.benavente.s.l.@hotmail.com,+34945 647 951,2021-04-30
1802,Despacho GZI S.L.,True,Taller/Pequeña Empresa,G91339562,Alicante,despacho.gzi.s.l.@empresa.es,,2021-10-18
2188,Maximiano Aranda Caballero S.L.,True,Taller/Pequeña Empresa,V 87263201,Málaga,maximiano.aranda.cab@outlook.es,+34823 000 515,2025-11-08
3634,promociones lopez y asociados s.a.,True,Taller/Pequeña Empresa,G-17653101,Alicante,promociones.lopez.y.@hotmail.com,+34 726166497,2020-07-09
4513,SERVICIOS SASTRE S.A..,True,Taller/Pequeña Empresa,U-233323,Comunidad de Madrid,servicios.sastre.s.a@hotmail.com,+34 882 62 83 14,2026-03-22
2025,Talleres GE S.L.,True,Taller/Pequeña Empresa,J-94197247,BARCELONA,talleres.ge.s.l.@hotmail.com,+34865902035,2023-02-22
3592,TALLERES UM S.L.L.,True,Taller/Pequeña Empresa,r62976745,Madrid,talleres.um.s.l.l.@outlook.es,+34 730770177,2025-12-16
4423,Tecnologías Cases y asociados S.Com.,True,Fabricante Grande,U-21360955,sevilla,tecnologías.cases.y.@outlook.es,+34 887678203,2023-01-02
4364,María José de Monreal,False,Consumidor Final,P 27939984,Bilbao,maría.josé.de.monrea@empresa.es,+34987 83 14 00,2025-08-14
1322,Consultoría IHEA S.L.,True,Taller/Pequeña Empresa,G-92427773,VALENCIA,consultoría.ihea.s.l@hotmail,+34 826437447,2020-10-14
2839,Instalaciones Llano y asociados S.Com.,True,Distribuidor Mediano,D 74336097,Málaga,instalaciones.llano.@outlook.es,+34 845010824,2025-07-25
4626,Oliveras y Ordóñez S.Coop. S.L.,True,Distribuidor Mediano,M78113730,Murcia,oliveras.y.ordóñez.s@hotmail,+34 887 45 66 22,2023-12-06
4021,Narváez y Aguiló S.L.,True,Taller/Pequeña Empresa,b13402843,Bilbao,narváez.y.aguiló.s.l@outlook.es,+34 886750557,2024-06-24
3769,OCHOA & ASOCIADOS S.COOP.,True,Taller/Pequeña Empresa,e20665796,sevilla,ochoa.&.asociados.s.@outlook.es ,+34 978 601 458,2022-03-27
2779,Rosa Andres-Arco,False,Consumidor Final,H76145774,Malaga,rosa.andres-arco@empresa.es,+34 828 089 857,2021-10-22
3626,ISABELA VÉLEZ ZAMORANO S.A.D,True,Distribuidor Mediano,e14388477,Barna,isabela.vélez.zamora@hotmail.com,+34 849736548,2022-07-03
3702,Infraestructuras JUF S.L.,True,Distribuidor Mediano,r51105057,Alacant,infraestructuras.juf@outlook.es,+34920 93 21 35,2025-04-02
3215,Inmobiliaria Chacón & Asociados S.A.,True,Taller/Pequeña Empresa,K69364567,Barna,inmobiliaria.chacón.@hotmail.com,+34827465022,2025-01-09
3043,Soluciones AXXU S.Com.  ,True,Distribuidor Mediano,H81062939,Barcelona,soluciones.axxu.s.co@hotmail,+34977 070 385,2020-10-18
1839,Águila y Gimenez S.L.,True,Taller/Pequeña Empresa,Q68878740,Bcn,águila.y.gimenez.s.l@hotmail.com,+34 879 503 058,2023-03-23
4372,Compañía PMS S.L.,True,Taller/Pequeña Empresa,r76084903,ZARAGOZA,compañía.pms.s.l.@hotmail.com,+34743 10 16 63,2024-12-01
1052,Mercedes Segura Coronado,False,Consumidor Final,U-66240084,Murcia,mercedes.segura.coro@outlook.es,+34 962849877,2023-01-01
3093,aurelio calatayud corominas s.l.n.e,True,Taller/Pequeña Empresa,N 49568600,Bizkaia,aurelio.calatayud.co@hotmail.com,+34 921 036 871,2022-05-13
2963,Goyo Abril Pedro S.C.P,True,Taller/Pequeña Empresa,G 55303025,madrid,goyo.abril.pedro.s.c@gmail.com,+34986 243 884,2024-04-14
3345,Fábrica YY S.L.N.E,True,Taller/Pequeña Empresa,P 73140855,ALICANTE,fábrica.yy.s.l.n.e@gmail.com,+34 973072173,2024-07-23
3827,Hermanos Castrillo S.Coop.,True,Distribuidor Mediano,n26924127,ZARAGOZA,hermanos.castrillo.s@gmail.com ,+34 745 665 183,2023-01-16
2018,Clímaco Salamanca Paniagua,False,Consumidor Final,W76626341,Barcelona,clímaco.salamanca.pa@outlook.es,+34985309451,2025-09-26
1414,SALAZAR Y HUERTAS S.L.,True,Taller/Pequeña Empresa,U25878730,Castellon,salazar.y.huertas.s.@gmail.com,+34743718376,2024-06-01
2406,Cándido Vega Coloma,False,Consumidor Final,L 60350701,MURCIA,cándido.vega.coloma@outlook.es,+34821 374 556,2020-12-09
3819,Goñi y Jimenez S.Coop.,True,Taller/Pequeña Empresa,J-62632484,Castellón,goñi.y.jimenez.s.coo@gmail.com,+34 888038955,2025-01-10
2681,Hugo Fortuny Pol,False,Consumidor Final,M-52171230,Alicante,hugo.fortuny.pol@empresa.es,+34 925604500,2022-11-02
2965,hnos peñas s.l.n.e,True,Taller/Pequeña Empresa,L-75171676,Castellon,hnos.peñas.s.l.n.e@hotmail.com,+34 885315890,2021-02-02
1921,Chaparro & Asociados S.C.P  ,True,Taller/Pequeña Empresa,f97210510,Castellón,chaparro.&.asociados@outlook.es,+34 948 834 414,2023-10-03
3885,Teodora Osuna Quesada,False,Consumidor Final,A-62233161,Valencia,teodora.osuna.quesad@gmail.com,+34 710 762 282,2021-03-10
2510,René Bauzà Carnero,False,Consumidor Final,c29396573,Bizkaia,rené.bauzà.carnero@empresa.es,+34806 797 714,2020-09-17
1144,Paredes y asociados S.L.N.E,True,Taller/Pequeña Empresa,U78140959,Alicante,paredes.y.asociados.@hotmail.com,+34749 275 571,2023-10-19
2281,Consultoría Peñas y asociados S.A.,True,Taller/Pequeña Empresa,n16174008,BARCELONA,consultoría.peñas.y.@empresa.es,+34 871477894,2023-06-09
2104,Rolando Padilla,False,Consumidor Final,E 20488284,Barna,rolando.padilla@gmail.com,,2020-08-27
2637,HNOS CABAÑAS S.L.,True,Distribuidor Mediano,k60636474,Castellón,hnos.cabañas.s.l.@hotmail.com,,2025-11-05
2501,Valderrama y Sanmiguel S.Com.  ,True,Taller/Pequeña Empresa,R67405901,Bizkaia,valderrama.y.sanmigu@outlook.es,+34902 915 795,2022-08-21
1076,TRANSPORTES COMAS Y ASOCIADOS S.COOP.,True,Taller/Pequeña Empresa,K 32269779,BARCELONA,transportes.comas.y.@outlook.es,+34924 58 86 75,2025-07-01
1912,DANIEL LERMA VIVES S.L.,True,Taller/Pequeña Empresa,S-75661787,CASTELLON,daniel.lerma.vives.s@gmail.com,+34722 632 570,2021-11-26
4193,LLADÓ Y VILLALOBOS S.C.P,True,Taller/Pequeña Empresa,L-55983437,sevilla,lladó.y.villalobos.s@outlook.es,+34843 10 92 22,2022-05-16
2315,Verdú y asociados S.Coop.,True,Taller/Pequeña Empresa,L 99659144,Castellon,verdú.y.asociados.s.@gmail.com,+34 946 094 412,2023-09-09
1511,Consultoría Espinosa S.C.P,True,Taller/Pequeña Empresa,f74764506,Malaga,consultoría.espinosa@gmail.com,,2023-03-08
3610,Remigio Bilbao,False,Consumidor Final,F 78340964,Sevilla,remigio.bilbao@empresa.es,+34985641761,2024-03-01
4346,ALIMENTACIÓN SUAREZ S.A.,True,Taller/Pequeña Empresa,S-72537554,CASTELLON,alimentación.suarez.@gmail.com,+34902818513,2021-10-12
4457,Grupo Cañete S.L.N.E,True,Taller/Pequeña Empresa,j28307619,Málaga,grupo.cañete.s.l.n.e@outlook.es,+34 721 771 062,2023-09-28
1411,Demetrio Bosch Contreras,False,Consumidor Final,F22879054,valencia,demetrio.bosch.contr@gmail.com,+34717 356 475,2023-03-01
2132,marta manuel gomila s.coop.,True,Distribuidor Mediano,m86553214,Barcelona,marta.manuel.gomila.@gmail.com,,2021-01-03
1682,Alimentación Ibérica S.L.U.,True,Distribuidor Mediano,h26476859,Bcn,alimentación.ibérica@outlook.es,+34944 149 872,2023-09-02
1561,Inversiones Uribe y asociados S.A.T.,True,Distribuidor Mediano,F62286700,valencia,inversiones.uribe.y.@hotmail.com,+34 624 47 14 62,2023-04-29
1463,Comercial Iberia S.A.,True,Taller/Pequeña Empresa,P-76943778,BILBAO,comercial.iberia.s.a@outlook.es,+34925 020 994,2022-05-27
1124,Hermanos Castro S.Coop.,True,Distribuidor Mediano,W86181117,ZARAGOZA,hermanos.castro.s.co@gmail.com,+34 846229270,2022-11-10
3478,Banca Privada del Mediterráneo S.L.,True,Distribuidor Mediano,q42730364,BARCELONA,banca.privada.del.me,,2021-12-08
4616,maricruz pulido perales s.l.l.,True,Taller/Pequeña Empresa,s87100880,Madrid,maricruz.pulido.pera@gmail.com,+34956 64 76 08,2022-07-11
4248,Elena Tudela Durán,False,Consumidor Final,R71249547,VALENCIA,elena.tudela.durán@gmail.com,+34881 64 29 98,2026-03-12
3244,Cleto del Larrañaga,False,Consumidor Final,h14481563,MALAGA,cleto.del.larrañaga@hotmail.com,+34710952242,2026-03-03
1554,Natividad Colom-Salamanca,False,Consumidor Final,w27409802,Malaga,natividad.colom-sala@outlook.es,+34923170281,2022-04-08
2717,Inversiones Salas & Asociados S.Com.,True,Taller/Pequeña Empresa,s89421300,valencia,inversiones.salas.&.@gmail.com,+34984 789 950,2022-01-21
1573,Instalaciones Iberia S.L.N.E,True,Taller/Pequeña Empresa,q53588695,SEVILLA,instalaciones.iberia@gmail.com,+34987013875,2024-07-06
3647,Sobrino & Asociados S.L.,True,Taller/Pequeña Empresa,U35133787,murcia,sobrino.&.asociados.@outlook.es,+34827 522 133,2022-09-04
3127,tenorio y arco s.a.,True,Distribuidor Mediano,M-46335771,murcia,tenorio.y.arco.s.a.@gmail.com,,2020-12-06
4634,aurelio calatayud corominas s.l.n.e S.L.,True,Taller/Pequeña Empresa,N 49568600,Bizkaia,aurelio.calatayud.co@hotmail.com,+34 921 036 871,2022-05-13
1030,Cortes y Guzmán S.L.N.E  ,True,Taller/Pequeña Empresa,G 91178885,madrid,cortes.y.guzmán.s.l.@empresa.es,+34 856025634,2021-05-31
1203,Pascual Donoso Blanch,False,Consumidor Final,D-99826000,Comunidad de Madrid,pascual.donoso.blanc@empresa.es,,2023-05-16
2340,Ariadna Carvajal Teruel S.L.,True,Taller/Pequeña Empresa,W49448235,BILBAO,ariadna.carvajal.ter@hotmail.com,+34 886 15 15 26,2025-02-18
1599,Mur y asociados S.L.L.,True,Fabricante Grande,J 54958564,Bcn,mur.y.asociados.s.l.@gmail.com,+34 879632123,2026-01-27
1063,Familia Galiano S.L.,True,Taller/Pequeña Empresa,G 75437844,MALAGA,familia.galiano.s.l.@hotmail.com,+34 884 123 281,2021-05-25
2624,Instalaciones Globales S.L.  ,True,Distribuidor Mediano,J-49210089,SEVILLA,instalaciones.global@gmail.com,+34 878 220 414,2022-02-06
2074,Germán Verdugo-Villanueva,False,Consumidor Final,a24789528,ZARAGOZA,germán.verdugo-villa@empresa.es,+34 946792529,2025-05-26
1676,leandro hoyos montoya s.com.,True,Distribuidor Mediano,F 24404851,Alacant,leandro.hoyos.montoy@outlook.es,+34 974 95 02 09,2023-03-28
1551,Martin Cuevas Machado,False,Consumidor Final,N59468550,Malaga,martin.cuevas.machad@outlook.es,+34 862 223 105,2023-10-20
2200,Narváez y Pedraza S.L.,True,Taller/Pequeña Empresa,F 52477264,Alacant,narváez.y.pedraza.s.,+34 949 65 25 48,2021-08-10
2498,Baltasar Rocamora Casal S.Com.,True,Taller/Pequeña Empresa,R 96902936,CASTELLON,baltasar.rocamora.ca@empresa.es,+34847 738 740,2021-06-15
1192,Amancio Ledesma,False,Consumidor Final,j96343485,BILBAO,amancio.ledesma@empresa.es,+34 941 99 01 39,2024-08-30
3698,Villalonga y Verdú S.A.,True,Taller/Pequeña Empresa,Q-27738545,Bizkaia,villalonga.y.verdú.sgmail.com,+34885 990 803,2025-12-29
2361,Alcalá y Sáenz S.L.,True,Distribuidor Mediano,n83548688,Málaga,alcalá.y.sáenz.s.l.@gmail.com,+34 986 19 75 43,2023-01-30
4353,Calvet & Asociados S.L.L.  ,True,Taller/Pequeña Empresa,G37479964,Comunidad de Madrid,calvet.&.asociados.s@outlook.es,+34916733851,2022-05-03
4036,Transportes UTC S.Coop.,True,Taller/Pequeña Empresa,V-63355943,Comunidad de Madrid,transportes.utc.s.co@hotmail.com,+34 964 18 54 13,2021-10-02
1289,INMOBILIARIA CASTELLANA S.A.,True,Taller/Pequeña Empresa,C88834594,Bizkaia,inmobiliaria.castell@hotmail.com,+34825 158 693,2023-09-06
1166,Soluciones del Sur S.L.N.E,True,Taller/Pequeña Empresa,J-52196099,SEVILLA,soluciones.del.sur.sgmail.com,+34812 838 578,2022-08-31
3741,Pedro & Asociados S.L.N.E,True,Distribuidor Mediano,A51411691,Valencia (VLC),pedro.&.asociados.s.@gmail.com,+34 921362917,2021-02-26
3119,Domingo Isidro Valbuena Rozas,False,Consumidor Final,d75895533,ALICANTE,domingo.isidro.valbu@hotmail.com,+34949 183 085,2023-05-21
2075,Zabala y asociados S.Com.,True,Taller/Pequeña Empresa,R 50754622,murcia,zabala.y.asociados.s@gmail.com,+34978287276,2020-07-30
3709,Vara y Villegas S.L.,True,Taller/Pequeña Empresa,R 80431143,SEVILLA,vara.y.villegas.s.l.@gmail.com,+34973 988 775,2022-03-08
4466,Servicios del Sur S.Coop.,True,Taller/Pequeña Empresa,U16665531,sevilla,servicios.del.sur.s.@hotmail.com,+34 982420475,2025-09-03
2023,Hilda Barriga Bas,False,Consumidor Final,N96494515,Comunidad de Madrid,hilda.barriga.bas@outlook.es,+34871 82 41 27,2020-10-02
1818,SUMINISTROS ZB S.L.N.E,True,Distribuidor Mediano,S41861591,Castellon,suministros.zb.s.l.n@outlook.es,+34722942409,2020-11-05
2278,MANUFACTURAS DEL NOROESTE S.C.P,True,Distribuidor Mediano,b64234848,SEVILLA,manufacturas.del.nor@hotmail.com,+34 949 39 24 35,2024-08-05
3254,Rosa Alemany Montenegro,False,Consumidor Final,H 57490644,madrid,rosa.alemany.montene@hotmail.com,+34823908543,2025-03-27
1964,COMERCIAL INTEGRALES S.L.N.E,True,Taller/Pequeña Empresa,J-61268618,Bizkaia,comercial.integrales@outlook.es,+34715809351,2020-12-10
1194,Servicios Ibéricos S.Coop.  ,True,Taller/Pequeña Empresa,u86970753,MURCIA,servicios.ibéricos.s@outlook.es,+34 887678544,2022-07-26
3297,HNOS GUILLÉN S.A.,True,Fabricante Grande,Q63884756,CASTELLON,hnos.guillén.s.a.@outlook.es,+34953 039 951,2023-01-02
2572,Peláez y Martínez S.L.N.E,True,Taller/Pequeña Empresa,G-64017185,valencia,peláez.y.martínez.s.@empresa.es,+34 824 34 07 85,2021-01-28
4438,Roldán Iglesias Hoz,False,Consumidor Final,L-58927331,murcia,roldán.iglesias.hoz@hotmail.com ,+34 972 48 12 68,2021-02-16
2057,LOGÍSTICA SANMIGUEL Y ASOCIADOS S.A.,True,Taller/Pequeña Empresa,D71868214,Zaragoza,logística.sanmiguel.@empresa.es,+34 848 95 96 60,2024-10-25
3985,Silvestre de Arranz,False,Consumidor Final,W 798507,Bilbao,silvestre.de.arranz@gmail.com,+34 887 31 92 74,2021-12-05
4291,Matilde Bautista Llorente,False,Consumidor Final,k11392713,Zaragoza,matilde.bautista.llo@outlook.es,,2022-04-20
3718,León Torrents Asenjo,False,Consumidor Final,j31055834,Madrid,león.torrents.asenjo@gmail.com,+34 944 61 54 59,2025-06-14
4204,industrias integrales s.l.,True,Taller/Pequeña Empresa,p71965736,Alicante,industrias.integrale@gmail.com,+34 956 61 05 14,2023-12-11
1567,CONSULTORÍA DEL NOROESTE S.COOP.,True,Taller/Pequeña Empresa,F 30041488,ALICANTE,consultoría.del.noro@gmail.com,+34 822 120 754,2024-06-21
1644,Hotel NRS S.A.,True,Distribuidor Mediano,e82670169,MADRID,hotel.nrs.s.a.@hotmail.com,+34884 289 107,2025-02-02
3605,Familia Asensio S.L.,True,Taller/Pequeña Empresa,Q30772573,MURCIA,familia.asensio.s.l.@outlook.es,+34827 01 56 16,2020-11-25
2918,Cervantes y asociados S.A.,True,Taller/Pequeña Empresa,S27534576,Madrid,cervantes.y.asociado@outlook.es,,2021-06-15
3490,Rogelio Jove Carlos S.L.,True,Taller/Pequeña Empresa,F-38813492,Alacant,rogelio.jove.carlos.@hotmail.com,+34 973 67 76 00,2022-09-23
3273,Supermercados Tur S.Com.,True,Taller/Pequeña Empresa,D-39921345,MADRID,supermercados.tur.s.@empresa.es,+34 975 030 293,2020-08-07
3241,Despacho CH S.L.L.,True,Fabricante Grande,H50170436,BARCELONA,despacho.ch.s.l.l.@hotmail.com,+34 844 344 730,2022-07-03
4188,Elodia Quevedo Pelayo,False,Consumidor Final,h25747531,VALENCIA,elodia.quevedo.pelay@gmail.com,+34947 172 847,2024-04-04
3346,Grupo Mayoral S.A.,True,Taller/Pequeña Empresa,c57953300,Málaga,grupo.mayoral.s.a.@empresa.es,+34 849241983,2025-02-27
4256,Familia Izquierdo S.L.,True,Taller/Pequeña Empresa,G 83727650,Zaragoza,familia.izquierdo.s.@outlook.es,+34867 28 98 68,2026-01-11
2647,Azahara Larrañaga-Escudero,False,Consumidor Final,W48070748,ZARAGOZA,azahara.larrañaga-es@outlook.es,+34942140489,2021-08-15
2313,Damián Solís Daza,False,Consumidor Final,g56157714,Alicante,damián.solís.daza@outlook.es,+34 980117595,2025-05-22
2565,Distribuciones Globales S.A.,True,Taller/Pequeña Empresa,U 62214255,Málaga,distribuciones.globa@empresa.es,+34828 02 32 00,2020-11-10
4573,transportes gytc s.a. S.L.,True,Taller/Pequeña Empresa,A 94969193,CASTELLON,transportes.gytc.s.a@hotmail.com,,2024-07-08
1080,Maura Torrents Araujo,False,Consumidor Final,p54265498,SEVILLA,maura.torrents.arauj@hotmail.com,+34820343161,2024-11-13
1976,Sanchez y asociados S.L.,True,Taller/Pequeña Empresa,A-20250139,Bcn,sanchez.y.asociados.@empresa.es,+34 964 72 29 81,2021-05-16
1295,Arias y Priego S.L.N.E,True,Taller/Pequeña Empresa,S46504617,CASTELLON,arias.y.priego.s.l.n@hotmail.com,,2022-05-28
3335,Comercial del Mediterráneo S.Coop.,True,Taller/Pequeña Empresa,L-41344167,valencia,comercial.del.medite@gmail.com,+34 848 01 30 71,2022-12-12
3059,lobato y murillo s.coop.,True,Taller/Pequeña Empresa,U88050960,ALICANTE,lobato.y.murillo.s.c@outlook.es,+34 985655575,2021-01-26
2465,Distribuciones Chacón y asociados S.L.,True,Fabricante Grande,B83014006,Alacant,distribuciones.chacó@gmail.com,+34 983 548 596,2026-01-16
